url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Dung lượng RAM,Bộ nhớ trong,Pin,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Công nghệ NFC,Thẻ SIM,Loại CPU,Tương thích,Cảm biến
https://cellphones.com.vn/ipad-pro-12-9-2021-5g.html,iPad Pro 12.9 2021 M1 5G 128GB I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-12-9-2021-5g,"Mua Apple iPad Pro 12.9 2021 5G 128GB chính hãng Apple Việt Nam - Giá rẻ, bảo hành 12 tháng, trả góp 0%. Mua ngay Apple iPad Pro 12.9 2021 5G 128GB tại đây.",12.9 inches,Mini LED,12MP góc rộng10MP góc siêu rộng,12MP góc siêu rộng 122 độ ,Apple M1 8 nhân,8 GB,128 GB,40.88Wh,iOS,2048 x 2732 pixels,Tần số quét 120Hz Tỉ lệ tương phản 1000000:1 Độ sáng 600 nit Dải màu P3 Công nghệ True-Tone,,Nano-SIM + eSIM,8 nhân CPU,,
https://cellphones.com.vn/xiaomi-pad-6-8gb-256gb-64056.html,Mi pad 6 8GB 256GB,Xiaomi,Liên hệ,xiaomi-pad-6-8gb-256gb,"Mua máy tính bảng Mi pad 6 8GB 256GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Mi pad 6 8GB 256GB  tại CellphoneS ngay!",11 inches,IPS LCD,"13 MP, f/2.2, PDAF			","8 MP, f/2.2",Snapdragon 870 5G (7 nm),8 GB,256 GB,8840 mAh,Android 13,2880 x 1800 pixels,"1 tỷ màu, tần số quét 144Hz, HDR10, Dolby Vision, 550 nitsCorning Gorilla Glass 3",Không,,1x3.2 GHz Kryo 585 &amp; 3x2.42 GHz Kryo 585 &amp; 4x1.80 GHz Kryo 585,,
https://cellphones.com.vn/may-doc-sach-onyx-boox-page.html,Máy đọc sách Onyx Boox Page,Onyx Boox,Liên hệ,may-doc-sach-onyx-boox-page,"Mua Máy đọc sách Onyx Boox Page chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",7.0 inches,,,,Qualcomm Octa-core ,3 GB,32 GB,2300 mAh ,Android 11,,Màn hình Eink Carta 1200 7 inch HD1680 × 1264 (300 dpi),,,,,
https://cellphones.com.vn/may-doc-sach-kindle-scribe-10-3-inch-premium-kem-but-64gb.html,Máy đọc sách Kindle Scribe 10.3 inch Premium kèm bút 64GB,Hãng khác,Liên hệ,may-doc-sach-kindle-scribe-10-3-inch-premium-kem-but-64gb,"Mua máy đọc sách Kindle Scribe 10.3 inch Premium kèm bút chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",10.3 inches,,,,,,64 GB,,,,"Màn hình Amazon Paperwhite 10.3” tích hợp đèn nềnĐộ phân giải 300 ppi, 16 xám độ",,,,,
https://cellphones.com.vn/samsung-galaxy-tab-s9-wifi.html,Samsung Galaxy Tab S9 Wifi 8GB 128GB,Samsung,Liên hệ,samsung-galaxy-tab-s9-wifi,"Mua máy tính bảng Samsung Galaxy Tab S9 Wifi (8GB - 128GB) | Giá ưu đãi, khuyến mãi sốc, thu cũ lên đời, hỗ trợ trả góp 0%. Mua ngay!",11 inches,Dynamic AMOLED 2X,13MP,12 MP,Snapdragon 8 Gen 2,8 GB,128 GB,8400mAh,Android 13,2560x1600 pixel (QHD+),"Tần số quét 120 Hz, HDR10+, Độ sâu màu sắc 16M, Vision Booster",Không,,"8 nhân 3.36 GHz, 2.8GHz, 2GHz",S Pen,
https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-5g-zafm0711vn-kem-but.html,Máy tính bảng Lenovo Idea Tab 5G 8GB 256GB ZAFM0711VN kèm bút,Lenovo,Liên hệ,may-tinh-bang-lenovo-idea-tab-5g-zafm0711vn-kem-but,"Máy tính bảng Lenovo Idea Tab 5G 8GB 256GB ZAFM0711VN kèm bút hàng chính hãng giá rẻ, trả góp 0%, bảo hành 12 tháng, đổi mới 30 ngày và nhiều ưu đãi khác!",11 inches,IPS LCD,8.0 MP,5 MP,MediaTek Dimensity 6300,8 GB,256 GB,7040mAh,Android 15 trở lên,2560 x 1600 pixels (2.5K),Kích thước màn hình 11 inchĐộ phân giải 2560x1600 pixelTần số quét 90Hz500nits,,,"8C, 2x A76 @2.4 GHz + 6x A55@2.0 GHz",,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-pro-12-2-inch-2025.html,Máy tính bảng Huawei MatePad Pro 12.2 2025 12GB 512GB kèm bàn phím,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-pro-12-2-inch-2025,"Máy tính bảng Huawei MatePad Pro 2025 chính hãng giá rẻ, bảo hành 12 tháng, trả góp 0%. Mua Huawei MatePad Pro 12.2 inch 2025 giao 2h.",12.2 inches,Tandem OLED PaperMatte,"50 MP (f/1.8, AF) + 8 MP góc rộng (f/2.2, FF)","8 MP (f/2.0, FF)",,12 GB,512 GB,10.100 mAh,HarmonyOS 4.3,2800 x 1840  pixels,"1.07 tỷ màu2000 nitsGam màu rộng P3274 ppiĐộ tương phản 2,000,000:1",,,,Bút cảm ứng Huawei M-PencilBàn phím trượt Huawei Glide,
https://cellphones.com.vn/may-tinh-bang-lenovo-tab-k11.html,Lenovo Tab K11 Wifi,Lenovo,Liên hệ,may-tinh-bang-lenovo-tab-k11,"Mua máy tính bảng Lenovo Tab K11 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Lenovo Tab K11 tại đây.",11 inches,LCD,13MP ,8MP ,SoC MediaTek Helio G88,8 GB,128 GB,"7,040mAh",Android 13,,Tần số quét 90Hz ,,,,,
https://cellphones.com.vn/ipad-pro-chip-m5-11-inch-wifi-1tb-nano.html,iPad Pro chip M5 11 inch Wifi 1TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-chip-m5-11-inch-wifi-1tb-nano,"Mua iPad Pro chip M5 11 inch Wifi 1TB Nano chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro chip M5 11 inch Wifi 1TB Nano tại đây.",11 inches,Ultra Retina XDR,"Camera 12MP Wide, khẩu độ ƒ/1.8","Camera 12MP ,khẩu độ ƒ/2.0",Apple M5,16 GB,1 TB,"Li-Po 31,29 watt‑giờ",iPadOS 26,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu NanoLớp phủ chống phản chiếuTỷ lệ tương phản 2.000.000:1",Không,1 eSIM,10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProMagic Keyboard cho iPad ProApple Pencil (USB‑C),
https://cellphones.com.vn/ipad-pro-m4-13-inch-1tb-5g-nano.html,iPad Pro M4 13 inch 5G 1TB Nano,Apple,Liên hệ,ipad-pro-m4-13-inch-1tb-5g-nano,Mua iPad Pro M4 13 inch 5G 1TB Nano chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro M4 13 inch 5G 1TB Nano về hàng sớm nhất tại CellphoneS.,13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,8 GB,1 TB,,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)",Không,1 eSIM,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C),
https://cellphones.com.vn/ipad-pro-m5-13-inch-2tb.html,iPad Pro chip M5 13 inch Wifi 2TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-13-inch-2tb,"Mua iPad Pro M5 13 inch Wifi 2TB chính hãng, giá tốt, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",13 inches,Ultra Retina XDR,,,Apple M5,16 GB,2 TB,Pin sạc Li-Po 38.99 Wh, iPadOS 26,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True ToneLớp phủ kháng dầu chống in dấu vân tay Công nghệ ép kín Lớp phủ chống phản chiếu",Không,,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/ipad-pro-m5-11-inch-5g-2tb.html,iPad Pro chip M5 11 inch 5G 2TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-11-inch-5g-2tb,Mua iPad Pro M4 11 inch 5G 256GB chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro M4 11 inch 5G 256GB về hàng sớm nhất tại CellphoneS.,11 inches,Ultra Retina XDR,"12MP Wide, khẩu độ ƒ/1.8","12MP, khẩu độ ƒ/2.0, Center Stage (cạnh ngang)",Apple M5,16 GB,2 TB,"Pin Li-Po 31,29 watt-giờ, thời gian sử dụng Wi-Fi đến 10 giờ",iPadOS 26,2420x1668 pixel,Công nghệ ProMotion0 –120Hz True ToneDải màu rộng (P3)Lớp phủ chống phản chiếuKháng dầu chống bám vân tay,Không,1 eSIM,10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProApple Pencil (USB-C)Magic Keyboard,
https://cellphones.com.vn/may-tinh-bang-honor-pad-x7.html,HONOR Pad X7 Wifi 4GB 64GB,HONOR,Liên hệ,may-tinh-bang-honor-pad-x7,"Mua máy tính bảng HONOR Pad X7 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay HONOR Pad X7 tại đây!",8.7 inches,TFT LCD,8MP (Fno2.0 AF),5MP (Fno2.2 FF),Qualcomm® Snapdragon® 680 (6nm),4 GB,64 GB,7020 mAh,Android 15,800 x 1340 pixels,"Tần số quét 90HzHiển thị 16,7 triệu màu, gam màu NTSC500 nits (giá trị điển hình), 625 nits (chế độ ánh sáng mặt trời)180 PPI",Có,,"8 lõi, 4×Cortex-A73 2.4GHz + 4×Cortex-A53 1.9GHz",,
https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-wifi-zafr0366vn-kem-op-va-but.html,Máy tính bảng Lenovo Idea Tab Wifi 8GB 128GB ZAFR0366VN kèm ốp lưng và bút,Lenovo,Liên hệ,may-tinh-bang-lenovo-idea-tab-wifi-zafr0366vn-kem-op-va-but,"Mua máy tính bảng Lenovo Idea Tab Wifi 8GB 128GB ZAFR0366VN kèm ốp lưng và bút chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay máy tính bảng Lenovo Idea Tab Wifi 8GB 128GB ZAFR0366VN tại đây.",11 inches,IPS LCD,8.0 MP,5 MP,MediaTek Dimensity 6300,8 GB,128 GB,7040mAh,Android™ 15 trở lên,2560 x 1600 pixels (2.5K),Kích thước màn hình 11 inchĐộ phân giải 2560x1600 pixelTần số quét 90Hz500nitsCảm ứng đa điểm 10 điểmTỷ lệ màn hình 85%,,,"8C, 2x A76 @2.4GHz + 6x A55@2.0GHz",,
https://cellphones.com.vn/ipad-a16-11-inch-5g.html,iPad A16 5G 128GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-a16-11-inch-5g,Apple iPad 11 A16 5G 128GB 2025 Chính Hãng,11 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.4",Chip A16,,128 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 18,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSTrue Tone Độ sáng 500 nit Lớp phủ kháng dầu chống in dấu vân tay,,1 eSIM,CPU 5 lõi,Hỗ trợ Apple Pencil (USB‑C)Hỗ trợ Apple Pencil (thế hệ thứ 1),
https://cellphones.com.vn/ipad-air-m3-11-inch-256gb-5g.html,iPad Air 11 inch M3 5G 256GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-air-m3-11-inch-256gb-5g,Apple iPad Air 11 M3 5G 256GB 2025 Chính Hãng,11 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.0",Chip Apple M3,8 GB,256 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 18,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSDải màu rộng (P3)True ToneLớp phủ kháng dầu chống in dấu vân tayCông nghệ ép kínLớp phủ chống phản chiếuĐộ sáng 500 nit,,1 eSIM,CPU 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/ipad-pro-m4-13-inch-1tb-5g.html,iPad Pro M4 13 inch 5G 1TB I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-13-inch-1tb-5g,"Mua iPad Pro M4 13 inch 5G 1TB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 13 inch 5G 1TB !",13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,1 TB,,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)",Không,1 eSIM,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 13 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/ipad-pro-m5-13-inch-512gb.html,iPad Pro chip M5 13 inch Wifi 512GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-13-inch-512gb,"Mua iPad Pro chip M5 13 inch Wifi 512GB chính hãng, giá tốt, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",13 inches,Ultra Retina XDR,,,Apple M5,12 GB,512 GB,Pin sạc Li-Po 38.99 Wh, iPadOS 26,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True ToneLớp phủ kháng dầu chống in dấu vân tay Công nghệ ép kín Lớp phủ chống phản chiếu",Không,,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-a11-plus-5g.html,Samsung Galaxy Tab A11 Plus 5G 6GB 128GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-a11-plus-5g,"Mua Samsung Galaxy Tab A11 Plus 5G 6GB 128GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab A11 Plus 5G 6GB 128GB tại đây.",11 inches,TFT LCD,8MP,5MP,MediaTek 7300,6 GB,128 GB,7040 mAh,Android 16,1920 x 1200 pixels (WUXGA),Độ sâu màu 16M,Không,Nano-SIM,4 nhân 2.5 GHz &amp; 4 nhân 2 GHz,"Galaxy Buds Core, Galaxy Buds3 Pro, Galaxy Buds2 Pro, Galaxy Buds Pro, Galaxy Buds Live, Galaxy Buds+, Galaxy Buds3, Galaxy Buds2, Galaxy Buds, Galaxy Buds3 FE, Galaxy Buds FE",
https://cellphones.com.vn/lenovo-tab-m8.html,Máy Tính Bảng Lenovo Tab M8 Wifi,Lenovo,Liên hệ,lenovo-tab-m8,"Mua ngay Máy Tính Bảng Lenovo Tab M8 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",8.0 inches,IPS LCD,5 MP,2 MP,MediaTek Helio A22,3 GB,32 GB,5000 mAh, Android 9,800 x 1280 pixels,,,, 4 nhân 2 GHz,,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s11.html,Samsung Galaxy Tab S11 5G 12GB 128GB,,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s11,"Samsung Galaxy Tab S11 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S11 tại đây.",11 inches,Dynamic AMOLED 2X,13 MP,12 MP ,MediaTek Dimensity 9400+,12 GB,128 MB,8400 mAh,Android 16,2560 x 1600 (WQXGA),Tần số quét 120 Hz,Không,Nano-SIM + eSIM,8 nhân,Bút S Pen,
https://cellphones.com.vn/may-tinh-bang-teclast-p30-wifi.html,Máy tính bảng Teclast Wifi P30 4GB 128GB,Teclast,Liên hệ,may-tinh-bang-teclast-p30-wifi,"Mua máy tính bảng Teclast Wifi P30 4GB 128GB chính hãng - Giá rẻ, bảo hành 12 tháng, thu cũ đổi mới, trả góp 0%. Mua ngay máy tính bảng Teclast P30 4GB 64GB tại đây!",10.1 inches,IPS LCD,5MP + 0.3MP,2MP,Unisoc T606 8-Core,4 GB,128 GB,6000 mAh,Android 14,1280 x 800 pixels,"Tỷ lệ màn hình 16:10, Tần số quét 60Hz",Không,,,,
https://cellphones.com.vn/may-tinh-bang-vivo-iqoo-pad-air.html,vivo iQOO Pad Air,Vivo,Liên hệ,may-tinh-bang-vivo-iqoo-pad-air,"Mua máy tính bảng vivo iQOO Pad Air chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay vivo iQOO Pad Air tại đây.",11.5 inches,LCD,8MP,5MP,Snapdragon 870,8 GB,256 GB,"8,500 mAh ",Android 13,,"Tốc độ làm mới lên tới 144Hz2,800 x 1,840 pixel, 500 nits, HDR10, tỷ lệ khung hình 3:2",,,,,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-11-5-inch.html,Máy tính bảng Huawei MatePad 11.5 inch 8GB 256GB - Kèm bàn phím,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-11-5-inch,"Mua máy tính bảng Huawei MatePad 11.5 Pate Mate 2025 chính hãng - Giá rẻ, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",11.5 inches,TFT LCD (paper matte),"13 MP (khẩu độ f/1.8, AF)","8 MP (khẩu độ f/2.2, tiêu cự cố định)","Kirin T80, Octa-core",8 GB,256 GB,7700 mAh (giá trị định mức 7600 mAh),HarmonyOS 4.2,2200 x 1.440 pixel,Tần số quét thông minh 60/90/120HzĐộ bão hòa 16.7 triệu màu100% sRGB229 PPITỷ lệ hiển thị 86%,,,,Bút cảm ứng Huawei M-Pencil (thế hệ 2)Bàn phím Huawei Smart Keyboard,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-a11-plus-wifi.html,Samsung Galaxy Tab A11 Plus Wifi 8GB 256GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-a11-plus-wifi,"Samsung Galaxy Tab A11 Plus Wifi 8GB 256GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab A11 Plus Wifi 8GB 256GB tại đây.",11 inches,TFT LCD,8MP,5MP,MediaTek 7300,8 GB,256 GB,7040 mAh,Android 16,1920 x 1200 pixels (WUXGA),Độ sâu màu 16M,Không,,4 nhân 2.5 GHz &amp; 4 nhân 2 GHz,"Galaxy Buds Core, Galaxy Buds3 Pro, Galaxy Buds2 Pro, Galaxy Buds Pro, Galaxy Buds Live, Galaxy Buds+, Galaxy Buds3, Galaxy Buds2, Galaxy Buds, Galaxy Buds3 FE, Galaxy Buds FE",
https://cellphones.com.vn/ipad-pro-m4-13-inch-2tb-nano.html,iPad Pro M4 13 inch Wifi 2TB Nano I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-13-inch-2tb-nano,"Mua iPad Pro M4 13 inch Wifi 2TB Nano chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 13 inch Wifi 2TB Nano !",13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,2 TB,38.99 Wh,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)Lớp kính hiển thị kết cấu Nano",Không,,,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 13 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/xiaomi-mi-pad-6-8gb-256gb.html,Xiaomi Pad 6 8GB 256GB,Xiaomi,Liên hệ,xiaomi-mi-pad-6-8gb-256gb,"Mua máy tính bảng Xiaomi Pad 6 8GB 256GB giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",11 inches,IPS LCD,"13 MP, f/2.2, PDAF","8 MP, f/2.2, 1/4&quot;, 1.12µm",Qualcomm Snapdragon 870 5G (7 nm),8 GB,256 GB,8840 mAh,Android 13,2880 x 1800 pixels,"1 tỷ màu, tần số quét 144Hz, HDR10, Dolby Vision, 550 nits, 309 ppi",Không,,1x3.2 GHz Kryo 585 &amp; 3x2.42 GHz Kryo 585 &amp; 4x1.80 GHz Kryo 585,,
https://cellphones.com.vn/ipad-pro-chip-m5-13-inch-wifi-1tb-nano.html,iPad Pro chip M5 13 inch Wifi 1TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-chip-m5-13-inch-wifi-1tb-nano,"Mua iPad Pro chip M5 13 inch Wifi 1TB Nano chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro chip M5 13 inch Wifi 1TB Nano tại đây.",13 inches,Ultra Retina XDR,"Camera 12MP Wide, khẩu độ ƒ/1.8","Camera 12MP ,khẩu độ ƒ/2.0",Apple M5,16 GB,1 TB,"Li-Po 31,29 watt‑giờ",iPadOS 26,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu NanoLớp phủ chống phản chiếuTỷ lệ tương phản 2.000.000:1",Không,1 eSIM,10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProMagic Keyboard cho iPad ProApple Pencil (USB‑C),
https://cellphones.com.vn/may-tinh-bang-nubia-pad-pro-16gb-512gb.html,Nubia Pad Pro 16GB 512GB,Nubia,Liên hệ,may-tinh-bang-nubia-pad-pro-16gb-512gb,"Mua máy tính bảng Nubia Pad Pro 16GB 512GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Nubia Pad Pro 16GB 512GB tại đây!",10.9 inches,TFT LCD,13MP,20MP,Snapdragon 8 Gen 3,16 GB,512 GB,10100 mAh,MyOS 15.0,2880 x 1800 pixels,Tần số quét 144HzHiển thị 1.07 tỷ màuHỗ trợ dải màu P3 Color GamutChứng nhận bảo vệ mắt SGS Low Blue Light,Có,,8 nhân,,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s11-wifi.html,Samsung Galaxy Tab S11 Wifi 12GB 128GB,,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s11-wifi,"Máy tính bảng Samsung Tab S11 Wifi chính hãng giá tốt. Bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Tặng thêm PMH 2tr. Giao nhanh 2h.",11 inches,Dynamic AMOLED 2X,13MP,12 MP,MediaTek Dimensity 9400,12 GB,128 GB,8400 mAh,Android 16,2560 x 1600 (WQXGA),1600 nitsTần số quét 120 Hz,Không,,8 nhân,Hỗ trợ S Pen,
https://cellphones.com.vn/ipad-air-m3-13-inch-5g.html,iPad Air 13 inch M3 5G 128GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-air-m3-13-inch-5g,"Mua máy tính bảng iPad Air M3 13 inch 5G 128GB chính hãng Apple Việt Nam - ưu đãi giảm giá cho HSSV và Smember, trả góp 0%, phụ kiện mua kèm giảm sâu.",13 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.0",Chip Apple M3,8 GB,128 GB,"Tích hợp pin sạc Li-Po 36,59 watt‑giờ",iPadOS 18,2732 x 2048 pixels,Màn hình Multi-Touch với công nghệ LED nền và IPSDải màu rộng (P3)True ToneLớp phủ kháng dầu chống in dấu vân tayCông nghệ ép kínLớp phủ chống phản chiếuĐộ sáng 600 nit,,1 eSIM,CPU 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-doc-sach-boox-go-10-3.html,Máy đọc sách Boox Go 10.3,Boox,Liên hệ,may-doc-sach-boox-go-10-3,"Máy đọc sách Boox Go 10.3 chính hãng: Màn hình E-Ink 10.3 inch, tặng kèm bút cảm ứng ghi chú. Trợ giá thu cũ đến 1 triệu, trả góp 0%  ưu đãi Smember giảm thêm.",10.3 inches,,,,,4 GB,64 GB,3700mAh ,Android 12,2480*1860 pixels,Màn hình đơn sắc (đen trắng) 10.3&quot; Eink Carta 1200 phủ kính siêu mỏngĐen trắng 300ppi,,,Qualcomm 2.4 Ghz Octa-core ,Cảm ứng điện dung+ Bút Stylus 4096 lực,
https://cellphones.com.vn/ipad-pro-m4-13-inch-2tb-5g-nano.html,iPad Pro M4 13 inch 5G 2TB Nano I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-13-inch-2tb-5g-nano,Mua iPad Pro M4 13 inch 5G 2TB Nano chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro M4 13 inch 5G 2TB Nano về hàng sớm nhất tại CellphoneS.,13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,8 GB,2 TB,,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)",Không,1 eSIM,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 13 M4 Apple Magic Keyboard + Trackpad,
